borrower_id,year,scenario,branch,tier,tier_label_plain,cost_eur,materiality_ratio,band,band_sort,band_label,price_eur,free_allocation_share,counted_tonnes,threshold_tonnes,below_threshold,estimated,cost_basis,cost_basis_label
B001,2028,delayed_transition,adopted,2,Imports CBAM goods,15200.0,0.012666666666666663,ML,2,1 to 3 percent of EBITDA,80.0,0.9,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2029,delayed_transition,adopted,2,Imports CBAM goods,34200.0,0.0285,ML,2,1 to 3 percent of EBITDA,80.0,0.775,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2030,delayed_transition,adopted,2,Imports CBAM goods,73720.0,0.06143333333333333,MH,4,6 to 12 percent of EBITDA,80.0,0.515,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2031,delayed_transition,adopted,2,Imports CBAM goods,92720.0,0.07726666666666666,MH,4,6 to 12 percent of EBITDA,80.0,0.39,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2032,delayed_transition,adopted,2,Imports CBAM goods,111720.0,0.0931,MH,4,6 to 12 percent of EBITDA,80.0,0.265,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2033,delayed_transition,adopted,2,Imports CBAM goods,130720.0,0.10893333333333333,MH,4,6 to 12 percent of EBITDA,80.0,0.14,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2034,delayed_transition,adopted,2,Imports CBAM goods,152000.0,0.12666666666666668,H,5,above 12 percent of EBITDA,80.0,0.0,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2035,delayed_transition,adopted,2,Imports CBAM goods,152000.0,0.12666666666666668,H,5,above 12 percent of EBITDA,80.0,0.0,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2026,net_zero_2050,adopted,2,Imports CBAM goods,4750.0,0.003958333333333337,L,1,below 1 percent of EBITDA,100.0,0.975,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2027,net_zero_2050,adopted,2,Imports CBAM goods,9500.0,0.007916666666666674,L,1,below 1 percent of EBITDA,100.0,0.95,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2028,net_zero_2050,adopted,2,Imports CBAM goods,19000.0,0.01583333333333333,ML,2,1 to 3 percent of EBITDA,100.0,0.9,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2029,net_zero_2050,adopted,2,Imports CBAM goods,42750.0,0.035625,M,3,3 to 6 percent of EBITDA,100.0,0.775,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2030,net_zero_2050,adopted,2,Imports CBAM goods,92150.0,0.07679166666666666,MH,4,6 to 12 percent of EBITDA,100.0,0.515,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2031,net_zero_2050,adopted,2,Imports CBAM goods,115900.0,0.09658333333333333,MH,4,6 to 12 percent of EBITDA,100.0,0.39,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2032,net_zero_2050,adopted,2,Imports CBAM goods,139650.0,0.116375,MH,4,6 to 12 percent of EBITDA,100.0,0.265,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2033,net_zero_2050,adopted,2,Imports CBAM goods,163400.0,0.13616666666666666,H,5,above 12 percent of EBITDA,100.0,0.14,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2034,net_zero_2050,adopted,2,Imports CBAM goods,190000.0,0.15833333333333333,H,5,above 12 percent of EBITDA,100.0,0.0,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2035,net_zero_2050,adopted,2,Imports CBAM goods,190000.0,0.15833333333333333,H,5,above 12 percent of EBITDA,100.0,0.0,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2026,current_policies,proposal,2,Imports CBAM goods,2850.0,0.002375000000000002,L,1,below 1 percent of EBITDA,60.0,0.975,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2027,current_policies,proposal,2,Imports CBAM goods,5700.0,0.004750000000000004,L,1,below 1 percent of EBITDA,60.0,0.95,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2028,current_policies,proposal,2,Imports CBAM goods,11400.0,0.009499999999999998,L,1,below 1 percent of EBITDA,60.0,0.9,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2029,current_policies,proposal,2,Imports CBAM goods,17100.0,0.014250000000000002,ML,2,1 to 3 percent of EBITDA,60.0,0.85,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2030,current_policies,proposal,2,Imports CBAM goods,22800.0,0.018999999999999996,ML,2,1 to 3 percent of EBITDA,60.0,0.8,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2031,current_policies,proposal,2,Imports CBAM goods,34200.0,0.028500000000000004,ML,2,1 to 3 percent of EBITDA,60.0,0.7,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2032,current_policies,proposal,2,Imports CBAM goods,45600.0,0.038,M,3,3 to 6 percent of EBITDA,60.0,0.6,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2033,current_policies,proposal,2,Imports CBAM goods,57000.0,0.0475,M,3,3 to 6 percent of EBITDA,60.0,0.5,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2034,current_policies,proposal,2,Imports CBAM goods,68400.0,0.057,M,3,3 to 6 percent of EBITDA,60.0,0.4,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2035,current_policies,proposal,2,Imports CBAM goods,79800.0,0.0665,MH,4,6 to 12 percent of EBITDA,60.0,0.3,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2026,delayed_transition,proposal,2,Imports CBAM goods,3800.0,0.003166666666666669,L,1,below 1 percent of EBITDA,80.0,0.975,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2027,delayed_transition,proposal,2,Imports CBAM goods,7600.0,0.006333333333333338,L,1,below 1 percent of EBITDA,80.0,0.95,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2028,delayed_transition,proposal,2,Imports CBAM goods,15200.0,0.012666666666666663,ML,2,1 to 3 percent of EBITDA,80.0,0.9,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2029,delayed_transition,proposal,2,Imports CBAM goods,22800.0,0.019000000000000003,ML,2,1 to 3 percent of EBITDA,80.0,0.85,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2030,delayed_transition,proposal,2,Imports CBAM goods,30400.0,0.025333333333333326,ML,2,1 to 3 percent of EBITDA,80.0,0.8,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2031,delayed_transition,proposal,2,Imports CBAM goods,45600.0,0.038000000000000006,M,3,3 to 6 percent of EBITDA,80.0,0.7,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2032,delayed_transition,proposal,2,Imports CBAM goods,60800.0,0.050666666666666665,M,3,3 to 6 percent of EBITDA,80.0,0.6,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2033,delayed_transition,proposal,2,Imports CBAM goods,76000.0,0.06333333333333334,MH,4,6 to 12 percent of EBITDA,80.0,0.5,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2034,delayed_transition,proposal,2,Imports CBAM goods,91200.0,0.076,MH,4,6 to 12 percent of EBITDA,80.0,0.4,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2035,delayed_transition,proposal,2,Imports CBAM goods,106400.0,0.08866666666666667,MH,4,6 to 12 percent of EBITDA,80.0,0.3,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2026,net_zero_2050,proposal,2,Imports CBAM goods,4750.0,0.003958333333333337,L,1,below 1 percent of EBITDA,100.0,0.975,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2027,net_zero_2050,proposal,2,Imports CBAM goods,9500.0,0.007916666666666674,L,1,below 1 percent of EBITDA,100.0,0.95,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2028,net_zero_2050,proposal,2,Imports CBAM goods,19000.0,0.01583333333333333,ML,2,1 to 3 percent of EBITDA,100.0,0.9,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2029,net_zero_2050,proposal,2,Imports CBAM goods,28500.0,0.023750000000000004,ML,2,1 to 3 percent of EBITDA,100.0,0.85,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2030,net_zero_2050,proposal,2,Imports CBAM goods,38000.0,0.03166666666666666,M,3,3 to 6 percent of EBITDA,100.0,0.8,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2031,net_zero_2050,proposal,2,Imports CBAM goods,57000.0,0.04750000000000001,M,3,3 to 6 percent of EBITDA,100.0,0.7,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2032,net_zero_2050,proposal,2,Imports CBAM goods,76000.0,0.06333333333333334,MH,4,6 to 12 percent of EBITDA,100.0,0.6,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2033,net_zero_2050,proposal,2,Imports CBAM goods,95000.0,0.07916666666666666,MH,4,6 to 12 percent of EBITDA,100.0,0.5,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2034,net_zero_2050,proposal,2,Imports CBAM goods,114000.0,0.095,MH,4,6 to 12 percent of EBITDA,100.0,0.4,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B001,2035,net_zero_2050,proposal,2,Imports CBAM goods,133000.0,0.11083333333333334,MH,4,6 to 12 percent of EBITDA,100.0,0.3,1000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2026,current_policies,adopted,2,Imports CBAM goods,12000.0,0.0285714285714286,ML,2,1 to 3 percent of EBITDA,60.0,0.975,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2027,current_policies,adopted,2,Imports CBAM goods,24000.0,0.0571428571428572,M,3,3 to 6 percent of EBITDA,60.0,0.95,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2028,current_policies,adopted,2,Imports CBAM goods,48000.0,0.11428571428571427,MH,4,6 to 12 percent of EBITDA,60.0,0.9,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2029,current_policies,adopted,2,Imports CBAM goods,108000.0,0.2571428571428571,H,5,above 12 percent of EBITDA,60.0,0.775,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2030,current_policies,adopted,2,Imports CBAM goods,232800.0,0.5542857142857143,H,5,above 12 percent of EBITDA,60.0,0.515,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2031,current_policies,adopted,2,Imports CBAM goods,292800.0,0.6971428571428572,H,5,above 12 percent of EBITDA,60.0,0.39,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2032,current_policies,adopted,2,Imports CBAM goods,352800.0,0.84,H,5,above 12 percent of EBITDA,60.0,0.265,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2033,current_policies,adopted,2,Imports CBAM goods,412800.0,0.9828571428571429,H,5,above 12 percent of EBITDA,60.0,0.14,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2034,current_policies,adopted,2,Imports CBAM goods,480000.0,1.1428571428571428,H,5,above 12 percent of EBITDA,60.0,0.0,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2035,current_policies,adopted,2,Imports CBAM goods,480000.0,1.1428571428571428,H,5,above 12 percent of EBITDA,60.0,0.0,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2026,delayed_transition,adopted,2,Imports CBAM goods,16000.0,0.038095238095238126,M,3,3 to 6 percent of EBITDA,80.0,0.975,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2027,delayed_transition,adopted,2,Imports CBAM goods,32000.0,0.07619047619047625,MH,4,6 to 12 percent of EBITDA,80.0,0.95,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2028,delayed_transition,adopted,2,Imports CBAM goods,64000.0,0.15238095238095234,H,5,above 12 percent of EBITDA,80.0,0.9,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2029,delayed_transition,adopted,2,Imports CBAM goods,144000.0,0.34285714285714286,H,5,above 12 percent of EBITDA,80.0,0.775,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2030,delayed_transition,adopted,2,Imports CBAM goods,310400.0,0.7390476190476191,H,5,above 12 percent of EBITDA,80.0,0.515,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2031,delayed_transition,adopted,2,Imports CBAM goods,390400.0,0.9295238095238095,H,5,above 12 percent of EBITDA,80.0,0.39,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2032,delayed_transition,adopted,2,Imports CBAM goods,470400.0,1.12,H,5,above 12 percent of EBITDA,80.0,0.265,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2033,delayed_transition,adopted,2,Imports CBAM goods,550400.0,1.3104761904761906,H,5,above 12 percent of EBITDA,80.0,0.14,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2034,delayed_transition,adopted,2,Imports CBAM goods,640000.0,1.5238095238095237,H,5,above 12 percent of EBITDA,80.0,0.0,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2035,delayed_transition,adopted,2,Imports CBAM goods,640000.0,1.5238095238095237,H,5,above 12 percent of EBITDA,80.0,0.0,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2026,net_zero_2050,adopted,2,Imports CBAM goods,20000.0,0.047619047619047665,M,3,3 to 6 percent of EBITDA,100.0,0.975,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2027,net_zero_2050,adopted,2,Imports CBAM goods,40000.0,0.09523809523809533,MH,4,6 to 12 percent of EBITDA,100.0,0.95,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2028,net_zero_2050,adopted,2,Imports CBAM goods,80000.0,0.19047619047619044,H,5,above 12 percent of EBITDA,100.0,0.9,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2029,net_zero_2050,adopted,2,Imports CBAM goods,180000.0,0.4285714285714285,H,5,above 12 percent of EBITDA,100.0,0.775,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2030,net_zero_2050,adopted,2,Imports CBAM goods,388000.0,0.9238095238095239,H,5,above 12 percent of EBITDA,100.0,0.515,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2031,net_zero_2050,adopted,2,Imports CBAM goods,488000.0,1.161904761904762,H,5,above 12 percent of EBITDA,100.0,0.39,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2032,net_zero_2050,adopted,2,Imports CBAM goods,588000.0,1.4,H,5,above 12 percent of EBITDA,100.0,0.265,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2033,net_zero_2050,adopted,2,Imports CBAM goods,688000.0,1.638095238095238,H,5,above 12 percent of EBITDA,100.0,0.14,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2034,net_zero_2050,adopted,2,Imports CBAM goods,800000.0,1.9047619047619047,H,5,above 12 percent of EBITDA,100.0,0.0,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2035,net_zero_2050,adopted,2,Imports CBAM goods,800000.0,1.9047619047619047,H,5,above 12 percent of EBITDA,100.0,0.0,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2026,current_policies,proposal,2,Imports CBAM goods,12000.0,0.0285714285714286,ML,2,1 to 3 percent of EBITDA,60.0,0.975,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2027,current_policies,proposal,2,Imports CBAM goods,24000.0,0.0571428571428572,M,3,3 to 6 percent of EBITDA,60.0,0.95,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2028,current_policies,proposal,2,Imports CBAM goods,48000.0,0.11428571428571427,MH,4,6 to 12 percent of EBITDA,60.0,0.9,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2029,current_policies,proposal,2,Imports CBAM goods,72000.0,0.17142857142857146,H,5,above 12 percent of EBITDA,60.0,0.85,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2030,current_policies,proposal,2,Imports CBAM goods,96000.0,0.22857142857142854,H,5,above 12 percent of EBITDA,60.0,0.8,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2031,current_policies,proposal,2,Imports CBAM goods,144000.0,0.3428571428571429,H,5,above 12 percent of EBITDA,60.0,0.7,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2032,current_policies,proposal,2,Imports CBAM goods,192000.0,0.45714285714285713,H,5,above 12 percent of EBITDA,60.0,0.6,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2033,current_policies,proposal,2,Imports CBAM goods,240000.0,0.5714285714285714,H,5,above 12 percent of EBITDA,60.0,0.5,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2034,current_policies,proposal,2,Imports CBAM goods,288000.0,0.6857142857142857,H,5,above 12 percent of EBITDA,60.0,0.4,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2035,current_policies,proposal,2,Imports CBAM goods,336000.0,0.8,H,5,above 12 percent of EBITDA,60.0,0.3,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2026,delayed_transition,proposal,2,Imports CBAM goods,16000.0,0.038095238095238126,M,3,3 to 6 percent of EBITDA,80.0,0.975,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2027,delayed_transition,proposal,2,Imports CBAM goods,32000.0,0.07619047619047625,MH,4,6 to 12 percent of EBITDA,80.0,0.95,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2028,delayed_transition,proposal,2,Imports CBAM goods,64000.0,0.15238095238095234,H,5,above 12 percent of EBITDA,80.0,0.9,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2029,delayed_transition,proposal,2,Imports CBAM goods,96000.0,0.22857142857142862,H,5,above 12 percent of EBITDA,80.0,0.85,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2030,delayed_transition,proposal,2,Imports CBAM goods,128000.0,0.3047619047619047,H,5,above 12 percent of EBITDA,80.0,0.8,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2031,delayed_transition,proposal,2,Imports CBAM goods,192000.0,0.45714285714285724,H,5,above 12 percent of EBITDA,80.0,0.7,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2032,delayed_transition,proposal,2,Imports CBAM goods,256000.0,0.6095238095238096,H,5,above 12 percent of EBITDA,80.0,0.6,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2033,delayed_transition,proposal,2,Imports CBAM goods,320000.0,0.7619047619047619,H,5,above 12 percent of EBITDA,80.0,0.5,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2034,delayed_transition,proposal,2,Imports CBAM goods,384000.0,0.9142857142857143,H,5,above 12 percent of EBITDA,80.0,0.4,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2035,delayed_transition,proposal,2,Imports CBAM goods,448000.0,1.0666666666666667,H,5,above 12 percent of EBITDA,80.0,0.3,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2026,net_zero_2050,proposal,2,Imports CBAM goods,20000.0,0.047619047619047665,M,3,3 to 6 percent of EBITDA,100.0,0.975,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2027,net_zero_2050,proposal,2,Imports CBAM goods,40000.0,0.09523809523809533,MH,4,6 to 12 percent of EBITDA,100.0,0.95,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2028,net_zero_2050,proposal,2,Imports CBAM goods,80000.0,0.19047619047619044,H,5,above 12 percent of EBITDA,100.0,0.9,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2029,net_zero_2050,proposal,2,Imports CBAM goods,120000.0,0.28571428571428575,H,5,above 12 percent of EBITDA,100.0,0.85,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2030,net_zero_2050,proposal,2,Imports CBAM goods,160000.0,0.3809523809523809,H,5,above 12 percent of EBITDA,100.0,0.8,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2031,net_zero_2050,proposal,2,Imports CBAM goods,240000.0,0.5714285714285715,H,5,above 12 percent of EBITDA,100.0,0.7,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2032,net_zero_2050,proposal,2,Imports CBAM goods,320000.0,0.7619047619047619,H,5,above 12 percent of EBITDA,100.0,0.6,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2033,net_zero_2050,proposal,2,Imports CBAM goods,400000.0,0.9523809523809523,H,5,above 12 percent of EBITDA,100.0,0.5,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2034,net_zero_2050,proposal,2,Imports CBAM goods,480000.0,1.1428571428571428,H,5,above 12 percent of EBITDA,100.0,0.4,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B002,2035,net_zero_2050,proposal,2,Imports CBAM goods,560000.0,1.3333333333333333,H,5,above 12 percent of EBITDA,100.0,0.3,4000.0,50.0,false,false,direct_obligation,Certificates on imported goods
B003,2026,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.975,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2027,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.95,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2028,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.9,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2029,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.775,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2030,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.515,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2031,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.39,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2032,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.265,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2033,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.14,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2034,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.0,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2035,current_policies,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.0,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2026,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.975,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2027,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.95,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2028,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.9,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2029,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.775,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2030,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.515,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2031,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.39,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2032,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.265,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2033,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.14,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2034,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.0,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
